"Var1","SAFE179","SAFE198","SAFE185","SAFE8","SAFE2","SAFE9","SAFE7","SAFE14","SAFE75","SAFE37","SAFE11","SAFE31","SAFE25","SAFE18","SAFE70","SAFE187","SAFE186","SAFE26","SAFE12","SAFE126","SAFE135","SAFE35","SAFE19","SAFE27","SAFE196","SAFE6","SAFE16","SAFE194","SAFE22","SAFE33","SAFE28","SAFE200","SAFE40","SAFE98","SAFE29","SAFE23","SAFE59","SAFE142","SAFE144","SAFE10","SAFE191","SAFE124","SAFE42","SAFE44","SAFE145","SAFE20","SAFE60","SAFE46","SAFE130","SAFE110","SAFE204","SAFE195","SAFE4","SAFE38","SAFE53","SAFE41","SAFE58","SAFE15","SAFE49","SAFE65","SAFE146","SAFE21","SAFE74","SAFE82","SAFE1","SAFE32","SAFE69","SAFE13","SAFE199","SAFE47","SAFE3","SAFE61","SAFE24","SAFE106","SAFE52","SAFE68","SAFE193","SAFE71","SAFE100","SAFE101","SAFE102","SAFE103","SAFE104","SAFE105","SAFE107","SAFE108","SAFE109","SAFE111","SAFE112","SAFE113","SAFE114","SAFE115","SAFE116","SAFE117","SAFE118","SAFE119","SAFE120","SAFE121","SAFE122","SAFE123","SAFE125","SAFE127","SAFE128","SAFE129","SAFE131","SAFE132","SAFE133","SAFE134","SAFE136","SAFE137","SAFE138","SAFE139","SAFE140","SAFE141","SAFE143","SAFE147","SAFE148","SAFE149","SAFE150","SAFE151","SAFE152","SAFE153","SAFE154","SAFE155","SAFE156","SAFE157","SAFE158","SAFE159","SAFE160","SAFE161","SAFE162","SAFE163","SAFE164","SAFE165","SAFE166","SAFE167","SAFE168","SAFE169","SAFE17","SAFE170","SAFE171","SAFE172","SAFE173","SAFE174","SAFE175","SAFE176","SAFE177","SAFE178","SAFE180","SAFE181","SAFE182","SAFE183","SAFE184","SAFE188","SAFE189","SAFE190","SAFE192","SAFE197","SAFE201","SAFE202","SAFE203","SAFE205","SAFE30","SAFE34","SAFE36","SAFE39","SAFE43","SAFE45","SAFE48","SAFE5","SAFE50","SAFE51","SAFE54","SAFE55","SAFE56","SAFE57","SAFE62","SAFE63","SAFE64","SAFE66","SAFE67","SAFE72","SAFE73","SAFE76","SAFE77","SAFE78","SAFE79","SAFE80","SAFE81","SAFE83","SAFE84","SAFE85","SAFE86","SAFE87","SAFE88","SAFE89","SAFE90","SAFE91","SAFE92","SAFE93","SAFE94","SAFE95","SAFE96","SAFE97","SAFE99"
"W108",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.552,1,0,0,0,0,1,0,0,0,-1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,4,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0
"X108",0,0,0,0,0,0,0,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0.59,-1.19,0,0,1,0,0,0,1,1.19,0,0,0,0,0,0,0,0.59,0,0,0,0,1,0,1.19,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,24,0,0,0,1.19,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,24,0,1,0,0.59,24,0,1.19,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,24,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.19,0,0,3.57,1,0,0,0,0,0,0,0,0,-1.19,0,0,0,0,0,1,0,1,1,0,0,24,0,0,1,0,0,1,0,0,0,1,0,0
"Y108",334619.644773501,305023.931925501,351.709288,0.09,11.785,0,5.213,0,130.589288,4683.162656,0,0,7.16,11.595,0,-412.514718672,-354.047288,0,33.269366,372.084589344,0,1.58,0.778,0.39,-21989739.2332487,54,5.63004,334200.981485501,71.376288,-6.382,4.133,334266.766485501,0,59.213,0,0,5.213,60.192,6.103,11.595,334266.766485501,4611.786368,5.213,5.103527,281.502,0,6.382,0,-210.125712,0,-334266.276485501,334332.551485501,71.566288,12.485,0.49,0.037,0.568000000000001,0,0,0,0.39,17.566,0.19,0.09,334266.766485501,-65.785,4.234,71.376288,9774907751.24165,727.426,352.878288,-1.169,0,0.59,0,29242.83456,0,4582.08,1.08,5.213,6.192,0,0,0.09,0,0,0,0,0,0,0,0,0,71.186288,-13.56149472,-77.948288,-469.084964736,12.163288,4226.404141344,4754.538944,76.589288,11.405,-2.20305,52.641,20092.567824576,71.376288,0,5.023,0.19,6.002,746.192,0,59.213,30.136353,0,733.808,5.213,6.293,0,6.382,5.213,0,54,0,0.99047,0.19,0,0,6.192,1.19567,-47.808,334.368,740.19,-1.21258,-4.802,52.831,4581.89,-4582.27,-0.19,4588.462,4575.698,33.269366,0.979,-5.604,4.965196,334271.979485501,334261.553485501,1742532.65368892,333913.888197501,117955484.292699,334271.979485501,334261.553485501,1742532.65368892,334265.597485501,334267.935485501,-390757.850021551,334266.766485501,363509.601045501,334266.766485501,0,334267.256485501,163790.715577895,-1.169,71.376288,6.192,11.184,0.19,6.483,5.213,-389.147836,3.75,65.595,38.966256,64.804288,-6.572,0,0,281.502,66.163288,71.376288,-0.101,377.897366,-870.5952,0,6.192,1.17648,10.994,0,54,48.787,0.19,-5.213,740,0,0,10.804,2.08886,0.19,48.787,0,0,0,5.781,5.213,5.403
"Z108",-13.1664,0,-13.1664,0,-3.12,0,0,0,6.88,0,0,0,0,0,0,0,13.1664,0,0,0,0,0.52,0,1.04,0,10,0,-5.32,0,0,0,0,0,10,0,0,-1.56,8.44,0,-1.56,0,0,0,0,0,0,0,0,13.1664,0,0,5.32,-1.56,0,0,0.274,1.848,0.52,0,0,0,1.848,0,0,0,-5.32,0,0,0,61,-13.1664,-1.56,15.6,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,1.56,0,1.56,0,-6.88,0,0,-1.56,0,-2.4336,8.44,0,0,0,0,0,0,61,0,6.88,0,0,61,-1.56,0,0,0,0,0,11.56,0,0,0,0,0,0,0,-8.44,0,61,0,-1.848,6.88,1.56,1.56,1.56,0,0,0,0,0,0,0,0,0,13.1664,0,-1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.848,0,0,1.56,10.7328,0,6.88,0,1.56,1.56,2.08,0,-13.1664,1.56,0,0,0,0,0,0,0,1.848,0,8.44,10,0,1.56,61,0,0,1.848,0,1.56,10,0.52,0,1.56,1.848,0,0
"A109",-25.108999901184,1.722744098816,-28.205376,0,-3.792,0,0.104,0,13.338624,13.197184,0,0,0.104,0.208,0,0,28.205376,0,-0.197184,-0.444847104,0,0,0,0,-34.7041833155297,17,0,-8.111623901184,0.234624,-0.104,0.104,3.096376098816,0,17.104,1.33,0,-1.896,15.104,0.104,-1.792,3.096376098816,12.96256,0.104,0,1.768,0,0.104,0,28.674624,0,-3.096376098816,14.304376098816,-1.765376,0.208,0,0.104,2.048,0.66,0,0,0,2.36,0,0,3.096376098816,-11.208,0.104,0.234624,4.25328129336882,126.792,-28.205376,-2,34,0.66,0,1.373632,0,13.208,0,0.104,0.104,0,2.66,0,0,0,0,0,0,0,0.66,0,0.209,2.234624,0.469248,1.661376,0.444847104,-12.869376,3.074512896,13.431808,-1.661376,0.208,-3.584,15,-6.67270656,0.234624,0,0.104,0,0.104,127.104,0,13.104,0.223808,0,126.896,-1.896,0.104,0,0.104,0.104,0,19,0.208,0,0,0,0,0.104,0,-14.896,1.56,127,0.208,-2.152,13,15.208,-11.208,2,13.312,13.104,0.010816,0,-0.104,0,3.200376098816,2.992376098816,0.322023114276864,31.301752098816,-87.3344521045184,1.200376098816,4.992376098816,-5.87072908335514,3.096376098816,3.096376098816,0,3.096376098816,4.470008098816,3.096376098816,0,3.096376098816,0,0,0.234624,2.104,2.256,0,0.104,2.104,24.845184,0.66,13.208,0.010816,2.130624,1.896,0,0,-28.44,2.130624,0.234624,0,1.362816,26.416,0,0.104,0,2.256,0,15,16.896,0,1.896,127,0,0,2.256,0,2,16.896,0.66,0.66,2,2.152,0.104,0.104
"B109",386.912744864768,347.406808864768,8.638768,0,1.548,0.8,0.116,0,57.006768,130.677376,0,0,0.632,0.748,0,-4.723860288,-9.670768,0,0.326112,0.335329088,0,0,0,0.4,-20832.5969081382,54,0.232,322.609976864768,2.890768,-0.632,-1.884,378.557976864768,0,54.116,0,0,0.116,54.232,1.716,1.148,377.757976864768,127.786608,0.116,0.013456,6.264,0,0.632,0,-3.373232,0,-377.357976864768,432.905976864768,3.290768,2.348,0.4,0.232,3.942,0,0,0,2.4,5.206,0,0,377.757976864768,-55.148,0,2.890768,11465.3958191627,206.136,9.154768,-0.116,0,0.4,0.4,30.351168,0,48.024,2,0.116,0.232,0,0,0,0.4,0.4,0,0,0.4,0,0,0,0,2.490768,-1.1563072,-3.922768,-2.983272576,-51.225232,156.436801088,133.568144,3.006768,0.748,-0.4592,53.084,18.107770752,2.890768,0,0.116,0,-0.168,207.232,0.0464,54.116,0.470728,0,206.768,0.516,2.116,0,0.632,-0.284,0.0464,54,0,0,-0.4,0,0,-0.168,0.8464,-53.768,12.528,207.4,-0.2528,-3.942,53.484,47.624,-48.424,-0.4,48.656,47.392,0.073312,0.116,-0.632,0,377.873976864768,377.641976864768,43.8199253163131,368.603208864768,3458.28663834632,377.873976864768,377.641976864768,43.8199253163131,377.241976864768,378.273976864768,-194.92311606222,377.757976864768,408.109144864768,376.957976864768,302.206381491814,378.157976864768,151.103190745907,-0.516,2.890768,0.232,4.574,0,2.516,0.116,-55.847712,2,54.748,0.490912,1.858768,-1.032,0.4,0,6.264,2.774768,2.890768,-1.884,34.201312,-19.2096,0.0928,0.632,0.0928,4.174,0.4,54,53.884,0.4,0.284,207,0,0,3.774,1.6696,0.4,53.884,0,0,0,4.058,0.516,0.116
"C109",114.61544905984,79.57252105984,15.44224,0,0.856,0,0.428,0,33.60224,45.612816,0,0,0.428,0.856,0,0,-15.44224,0,0.183184,0.93057472,0,0,0,0.94,-3159.26174781026,31,1.21124,67.31720905984,2.17424,-0.428,-2.402,99.17320905984,0,31.428,0,0,0.428,31.428,3.258,0.856,99.17320905984,43.438576,0.428,0,13.268,0,0.428,0,-11.09376,0,-99.17320905984,131.02920905984,2.17424,3.686,0,0,4.224,0,0,0,0,5.508,0,0,99.17320905984,-31.856,0.428,2.17424,1943.8631287407,106.144,15.44224,0,0,0,0,19.600688,0,45.796,2.83,0.428,0.428,0,0,0,0,0,0,0,0,0,0,0,0,2.17424,0,-2.60224,-0.93057472,-29.25376,68.33201472,47.787056,2.60224,0.856,0,31,28.84781632,2.17424,0,0.428,0,0.428,107.428,0,31.428,1.991056,0,106.572,0.428,3.258,0,0.428,0.428,0,31,0,0,0,0,0,0.428,0,-30.572,13.268,107,0,-4.652,31,45.796,-45.796,0,46.224,45.368,0.183184,0,-0.428,0,99.60120905984,98.74520905984,42.4461334776115,83.73096905984,1531.45649587222,99.60120905984,98.74520905984,42.4461334776115,99.17320905984,99.17320905984,0,99.17320905984,118.77389705984,99.17320905984,0,99.17320905984,0,0,2.17424,0.428,5.08,0,3.258,0.428,-13.451184,1.88,31.856,1.394424,1.74624,-0.428,0,0,13.268,1.74624,2.17424,-2.83,13.451184,0,0,0.428,0,5.08,0,31,30.572,0,-0.428,107,0,0,5.08,0,0,30.572,0,0,0,4.652,0.428,0.428
"D109",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14.28,5,0,0,14.28,0,1.8,0,0,0,0,1.8,0,0,0,-5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,5,0,0,0,0,0,0,9,0,5,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-5,0,9,0,-1.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,1.8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,5,5,0,0,9,0,0,1.8,0,0,5,0,0,0,1.8,0,0
"E109",71.354385465856,61.287193465856,1.317624,0,0.184,0,0,0,32.501624,46.518144,0,0,0.184,0.184,1.17126672,-0.276298816,-1.685624,0,0,0,0,0,0,0,-2178.28851355125,31,0,38.668761465856,2.281624,1.386,0,69.852761465856,0,31,0,0.78,0,31.184,0,0.184,69.852761465856,45.01652,0,0,0,0,1.754,0,1.501624,0,-69.852761465856,101.036761465856,1.501624,0.184,0,0,8.161,0,0,0.28888,0,8.345,0,0,69.852761465856,-31.184,-0.184,0.721624,598.328578323569,252.632,1.501624,-0.184,0,0,0,8.565568,0,46.552,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,1.501624,0,-1.685624,-0.276298816,-29.498376,46.550344,48.019768,1.501624,0.184,0,30.816,0,1.501624,0,0,0,0.184,253.184,0,31,0,1.57,252.816,0,0,0,0.184,0,0,31,0,0,0,0,0,0.184,0,-30.816,5.704,253,0,-7.977,30.816,46.552,-46.552,0,46.736,46.368,0,0.184,-0.184,0,69.852761465856,69.852761465856,0,68.351137465856,104.892583083405,69.852761465856,69.852761465856,0,69.668761465856,70.036761465856,-12.8529081097175,69.852761465856,78.418329465856,69.852761465856,0,69.852761465856,0,-0.184,1.501624,0.184,8.161,0,0,0,-5.704,0,31.184,0,1.317624,-0.184,0,0,0,1.501624,1.501624,0.184,5.704,0,0,0.184,0,8.161,0,31,31,0,0,253,0,0,8.161,0,0,31,0,0,0,8.161,0,0
"F109",11.23530667136,8.73520667136,-6.47742,0,-0.556,0,-0.878,0,21.79656,24.862656,0,1.19,0.312,-0.566,0,6.2920298,4.09742,0.59,-0.086736,-0.18474768,0,0,0,0.59,-344.564942004541,22,0.18408,-4.33127332864001,0.66456,-0.312,-0.278,16.52272667136,0,22.312,0.59,0,-0.278,21.722,0.902,0.034,17.11272667136,24.198096,1.502,0,6.864,0,0.312,0,6.61654,0,-16.52272667136,37.37672667136,0.07456,1.214,0,0.312,1.506,0,0,0,0,2.442,0,0,16.52272667136,-20.854,0.312,0.66456,128.671064407749,79.376,-5.28742,-0.59,12.98,1.19,0,7.78752,9.7484087361024,24.96,0.59,0.312,0.312,0.59,0,0.59,0,0,0.59,0,0,0,0,0,0,1.25456,0.3920904,-0.38656,0.18474768,-20.46744,14.04348192,25.527216,0.38656,0.624,0.02006,21.41,-3.9554478288,-0.52544,0.7908264,0.312,1.19,0.312,80.312,0,21.132,0.567216,0,79.688,-0.278,0.902,0,0.312,0.312,0,22.59,0.18408,0,0,0,0.37128,0.312,0,-21.098,6.67992,80,0.18408,-1.818,20.82,25.55,-24.37,0.59,25.272,24.648,-0.273936,0,-0.312,0,15.64472667136,17.40072667136,-14.5069540174541,21.81014667136,-87.3625954566823,16.24472667136,16.80072667136,-4.59331801463808,15.33272667136,17.71272667136,-19.6620447389184,15.93272667136,24.31024667136,16.52272667136,0,16.52272667136,0,-1.19,1.85456,0.902,2.13,0,0.902,0.902,5.874696,1.19,21.444,0.281424,0.94256,0.278,0,0.59,-5.95198,0.94256,0.66456,-0.59,6.593184,14.7264,0,0.312,0,2.13,0,21.41,21.688,0,0.278,80,0,0,2.13,0,0.59,21.688,0,0,0.59,1.818,0.312,0.312
"G109",280.075179520261,246.410299520261,4.508721,0,1.795,1.97,0.198,0,15.079721,95.365741,0,0,0.947,1.145,0,-3.938033029,-6.006721,0.65,0.187506,0.570580758,0,0.65,0,2.63,-3791.106840287,12,0.52074,261.022458520261,2.881721,-0.947,-2.432,276.787458520261,0.65,12.198,0,0,0.198,12.297,2.178,1.145,275.467458520261,92.48402,0.198,0.019602,2.376,0,0.947,0,0.505720999999999,0,-274.817458520261,288.612458520261,3.531721,3.125,0,0.198,1.997,0,0,0,0,3.99,0,0,274.817458520261,-13.795,0.099,2.881721,7806.78324016096,99.756,5.257721,-0.749,0,1.31,0,28.407159,178.63134803817,29.997,2.63,0.198,0.297,0,0,0,0,0,0,0,0,0,0,0,0,2.231721,-1.87311865,-4.478721,-4.602108437,-9.316279,35.151232758,98.247462,3.079721,0.495,-0.74425,10.601,6.846969096,2.881721,0,-0.452,0,-0.353,101.297,0,12.198,0.43461,0,100.703,0.198,2.828,0,0.947,0.198,0,12,0,0.1287,0.65,0,0,0.297,1.8382,-11.703,3.564,101.65,-0.61555,-2.096,11.251,29.347,-30.647,-0.65,30.944,29.05,0.187506,0.099,-0.947,0,275.015458520261,274.619458520261,54.4138567870117,269.559737520261,1444.91352282861,275.015458520261,274.619458520261,54.4138567870117,274.068458520261,275.566458520261,-205.838276431676,274.167458520261,303.224617520261,272.847458520261,541.390393284914,274.817458520261,0,-0.749,2.881721,0.297,3.043,0.65,3.478,0.198,-19.480206,1.31,13.145,0.839916,1.284721,-1.597,0,0,2.376,2.683721,2.881721,-2.531,11.551506,-19.49805,0,0.297,0.19305,2.393,0,12,11.802,0.65,-0.198,101,0,0,1.743,1.55545,0.65,11.802,0,0,0,2.195,0.198,0.848
"H109",200.259698673657,180.353412673657,0.940423,0.32,1.759,0.32,0,0,11.739423,114.129959,0,0,0.799,0.799,0,-1.389798977,-2.538423,0.32,0.25568,0,0,0.32,0,0.64,-2270.87343343096,10,0,187.081275673657,1.739423,-0.799,-3.24,198.840275673657,0.32,10,0,0,0,10.159,2.6,1.119,198.840275673657,112.390536,0,0,0,0,0.799,0,1.739423,0,-198.520275673657,209.959275673657,2.379423,3.399,0,0.106,1.537,0,0,0,0,2.976,0.32,0,198.520275673657,-11.439,-0.159,1.739423,3606.49065088556,142.042,1.739423,-0.479,0,0.32,0,18.166863,63.5264882155703,22.737,3.24,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,1.099423,-1.11323072,-3.178423,-2.503029697,-8.260577,17.39423,115.869382,1.739423,0.479,-0.71616,8.561,0,1.739423,0,-0.32,0.64,-0.481,143.159,0,10,0,0,142.841,0.32,3.24,0,0.799,-0.32,0,10,0,0,0,0.1024,0,-0.161,2.0736,-9.841,1.59,143.64,-0.51136,-1.378,9.201,22.097,-23.377,-0.64,23.536,21.938,0,0.159,-0.799,0,198.520275673657,198.520275673657,0,196.780852673657,345.3107334731,198.520275673657,198.520275673657,0,197.721275673657,199.319275673657,-158.617700263252,198.200275673657,216.687138673657,198.200275673657,63.5264882155703,198.520275673657,0,-0.799,1.739423,0.159,2.177,0.32,3.88,0,-14.39,2.27,10.799,0.51516,0.300423,-1.439,0,0,0,1.739423,1.739423,-3.081,7.99,-14.55168,0.05088,0.479,0.10176,1.537,0.32,10,10,0.64,0.32,143,0,0.053,0.897,0.98368,0.64,10,0,0,0,1.537,0.32,0.32
"I109",0,0,0,0,0,0.42,0,0,8,0,2.95,0,0.145,0,0,0,0,0,0,0,1.26,1.68,0.145,0.84,0,8,0,-8,0,0.42,-0.42,0.42,0,8,0,0,0,8,0.42,0,0,0,0,0,0,0,0.42,0,0,0,0,8,0,0.42,0,0.217,1.487,0,0,0,0,1.487,0,0,0,-8,0,0,0,61,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,8,0,0,0,0,0,0,61,0,8,0,0.42,61,0,0.42,0.84,0,0,0,8,0,0,0,0,0,0,0,-8,0,61,0,-1.487,8,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42,0,0,0,0,0,0,1.487,0,0.42,0,0,1.68,8,0,0,0,0,0,0,0,0,-0.42,0,0,0,0,0,1.487,0,8,8,0,0,61,0,0,1.487,0,0,8,0,0,0,1.487,0,0
"J109",0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,0,-29,0,0,-8,0,0,29,0,0,0,29,8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,8,0,0,5.888,0,2,0,0,5.888,0,0,0,-29,0,0,0,53,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,0,0,0,0,0,29,0,0,0,0,0,0,53,0,29,0,0,53,0,8,0,0,0,0,29,0,0,0,0,0,0,0,-29,0,53,0,-5.888,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,0,8,0,0,2,29,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,5.888,0,29,29,0,0,53,0,0,5.888,0,0,29,0,0,0,5.888,0,0
"K109",505.773498567168,476.806602567168,1.910592,0.32,2.716,0.32,0,0,22.026592,166.109904,0,0,1.116,1.116,0,-3.377676672,-4.142592,0.64,0.71424,0,0,0.32,0,0.64,-10595.8938028096,19,0,481.670906567168,3.026592,-0.796,-3.21,503.066906567168,0.32,19,0,0,0,19.156,2.25,1.756,503.386906567168,163.083312,0,0,0,0,1.436,0,3.026592,0,-502.746906567168,523.822906567168,3.986592,3.366,0,0.156,1.752,0,0,0.35712,0,3.828,0.32,0.32,502.746906567168,-21.076,-0.156,3.026592,13041.4075914119,147.728,3.026592,-0.476,0,0.32,0,25.940304,321.758020202987,23.244,3.21,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,2.066592,-2.90552832,-5.102592,-6.283204992,-15.973408,57.505248,169.136496,3.026592,0.796,-1.68576,16.924,0,3.026592,0,-0.32,0.64,-0.804,149.156,0,19,0,0.32,148.844,0.64,3.21,0,1.116,-0.64,0,19,0,0,-0.32,0.2048,0,-0.484,3.0816,-18.844,2.964,149.96,-1.07136,-1.596,17.884,22.284,-24.204,-0.96,24.36,22.128,0,0.156,-1.116,0,502.746906567168,502.746906567168,0,499.720314567168,1521.60976544094,502.746906567168,502.746906567168,0,501.630906567168,503.862906567168,-561.065547728959,502.106906567168,528.687210567168,502.426906567168,160.879010101494,502.746906567168,0,-1.116,3.026592,0.156,2.712,0.32,4.17,0,-39.444,2.25,20.116,0.50076,0.950592,-2.076,0,0,0,3.026592,3.026592,-3.054,21.204,-22.31424,0.09984,0.796,0.14976,1.752,0.64,19,19,0.96,0.64,149,0,0,0.792,1.68192,0.96,19,0,0,0,1.752,0.64,0.32
"L109",-63.381623919372,0.174426080628,-63.693852,0.25,-6.063,0,0,0,17.961548,7.105711,0,0,0.017,0.017,0.010387,1.082506484,63.659852,0,-0.05168,-0.12630592,0,1.14,0,0.12,-4.39801271711532,24,0,-14.601771919372,0.291548,-0.017,0,0.295228080628,0.12,24,0.12,0.25,-3.04,20.977,0,-3.023,0.295228080628,7.064163,0,0,0,0,0.017,0,63.759948,0,-0.295228080628,15.192228080628,-2.998452,0.017,0,0.12,2.444,0,0.12,0,0,2.461,0.25,0.25,0.295228080628,-14.897,-0.017,-0.208452,0.0356641425960237,417.966,-63.676852,-3.057,72.96,0.25,0,0.120802,0,7.106,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,3.081548,0.12630592,2.981452,0.125599604,-17.878452,0.74454016,7.147259,-2.998452,0.0169999999999999,-9.18992,20.943,-2.6473720832,0.041548,0,0,0.12,0.017,418.017,0,17.92,0,0,417.983,-3.04,0,0,0.017,0,0,27.04,0,0,0,0,0,0.017,0,-20.943,0.35632,418,0.05168,-2.427,17.903,10.146,-4.066,3.04,7.123,7.089,0,0.017,-0.017,0,0.295228080628,0.295228080628,0,63.972080080628,-18.7991947963932,-2.744771919372,3.335228080628,-0.89749336510912,0.278228080628,0.312228080628,-0.005018877370676,0.295228080628,0.416030080628,0.295228080628,0,0.295228080628,0,-0.017,0.041548,3.057,2.444,0,0,3.04,54.17216,0,17.937,0,3.064548,3.023,0,0,-63.7184,3.081548,0.041548,0.017,0.30464,21.60224,0,0.017,0,2.444,0,20.96,24,0,3.04,418,0,0,2.444,0,3.04,24,0,0,3.04,2.444,0,0
"M109",21708.9589735638,19981.4275885638,250.566345,0.23,2.49,0.58,0.733,0,338.905345,1762.834411,0,0,1.297,2.03,7.0599601,-141.63751458,-251.694345,0.11,0.950701,8.922328885,0,0.93,0,0.11,-7048682.12619692,326,1.10683,21129.3386285638,12.752345,-1.187,-0.777,21458.4086285638,0,326.733,0,0.58,0.733,326.837,1.783,2.03,21457.9386285638,1750.662066,0.733,0.076232,238.958,0,1.407,0,-226.785655,0,-21457.8286285638,21786.3186285638,12.632345,3.08,0,0.125,7.459,0,0.23,0.14267,0.23,10.682,0.93,0,21457.8286285638,-328.49,0.629,11.592345,31680360.5033534,1357.866,251.130345,-0.564,0,0.34,0,1476.40104,2360.36114914202,1138.32,1.51,0.733,0.837,0,0,0.58,0,0,0,0,0,0,0,0.11,0,11.712345,-5.5992787,-13.929345,-21.386810165,-314.560655,3977.106798885,1775.006756,12.905345,1.57,-0.9338,324.976,2908.67921651,12.172345,0,0.273,0.11,0.377,1360.837,0,326.733,6.004736,0.11,1359.163,0.733,2.243,0,1.297,0.733,0,326,0,0.33718,0.46,0,0,0.837,1.03178,-325.163,272.862,1360.46,-0.59662,-8.088,325.436,1137.86,-1138.78,-0.46,1139.617,1137.023,0.950701,0.104,-1.297,0,21458.5616285638,21457.0956285638,15728.5883847373,21206.6982835638,5388711.9064421,21458.5616285638,21457.0956285638,15728.5883847373,21457.2646285638,21458.3926285638,-12102.21534651,21457.7186285638,22934.2296685638,21457.2486285638,12445.540604567,21457.8286285638,0,-0.564,12.172345,0.837,9.385,0.46,2.703,0.733,-574.069881,4.19,328.03,1.877391,10.415345,-1.757,0,0,238.958,11.439345,12.172345,-1.406,423.772701,-523.6272,0,0.837,0.38502,8.925,0,326,325.267,0.46,-0.733,1360,0,0.335,8.465,4.1055,0.46,325.267,0,0.34,0,8.192,0.733,1.193
